11467923,3088,556,MitoCOG0001
11497484,3111,510,MitoCOG0001
11545710,41697,348,MitoCOG0001
11602893,94117,347,MitoCOG0001
11610806,143942,347,MitoCOG0001
11863150,7552,325,MitoCOG0001
11994078,9371,347,MitoCOG0001
12084810,7769,348,MitoCOG0001
12248138,59291,349,MitoCOG0001
12248152,81385,348,MitoCOG0001
12248166,91975,348,MitoCOG0001
12249137,38744,283,MitoCOG0001
12249149,6182,284,MitoCOG0001
12249159,6183,279,MitoCOG0001
12249171,6192,288,MitoCOG0001
12249183,6207,292,MitoCOG0001
12383044,145266,298,MitoCOG0001
12408584,5145,556,MitoCOG0001
12667707,10169,347,MitoCOG0001
12711808,115425,338,MitoCOG0001
13116542,136300,348,MitoCOG0001
13116558,147464,346,MitoCOG0001
13116575,147466,346,MitoCOG0001
13195736,6334,295,MitoCOG0001
13435201,235600,338,MitoCOG0001
13449314,3702,499,MitoCOG0001
13540760,7937,348,MitoCOG0001
13621146,48717,334,MitoCOG0001
13786600,37698,347,MitoCOG0001
13786610,8499,352,MitoCOG0001
13936181,297010,345,MitoCOG0001
14010653,7943,348,MitoCOG0001
14010667,9470,347,MitoCOG0001
14010681,9514,346,MitoCOG0001
14010695,9546,347,MitoCOG0001
14018038,6216,293,MitoCOG0001
14141812,8805,346,MitoCOG0001
14141871,8787,346,MitoCOG0001
14141885,8790,346,MitoCOG0001
14141899,8795,346,MitoCOG0001
14141913,8801,346,MitoCOG0001
14141925,8811,346,MitoCOG0001
14141941,8823,346,MitoCOG0001
14141955,30468,346,MitoCOG0001
14141997,159310,345,MitoCOG0001
14193047,8517,345,MitoCOG0001
14389435,8409,345,MitoCOG0001
14530803,7764,347,MitoCOG0001
14530817,162630,347,MitoCOG0001
14602227,9477,347,MitoCOG0001
14602387,83875,348,MitoCOG0001
14602409,148607,348,MitoCOG0001
14647167,74940,349,MitoCOG0001
15027640,5911,178,MitoCOG0001
15055560,134600,347,MitoCOG0001
15079191,9337,347,MitoCOG0001
15079205,150090,347,MitoCOG0001
15079219,100899,344,MitoCOG0001
15088717,5334,599,MitoCOG0001
15088728,82268,428,MitoCOG0001
15147286,60187,447,MitoCOG0001
15147310,109760,508,MitoCOG0001
15150738,2885,494,MitoCOG0001
15150777,6850,338,MitoCOG0001
15150783,111067,336,MitoCOG0001
15341662,34513,307,MitoCOG0001
15451729,7070,334,MitoCOG0001
15451791,8276,347,MitoCOG0001
15451805,42892,348,MitoCOG0001
15451819,109271,348,MitoCOG0001
15987262,7892,347,MitoCOG0001
15987276,30397,346,MitoCOG0001
16117412,7792,348,MitoCOG0001
16117426,7871,347,MitoCOG0001
16356927,43700,350,MitoCOG0001
16356941,47700,348,MitoCOG0001
16356955,48193,357,MitoCOG0001
16356969,64108,345,MitoCOG0001
16356983,68509,348,MitoCOG0001
16356997,69293,348,MitoCOG0001
16357011,71674,348,MitoCOG0001
16357025,81370,348,MitoCOG0001
16357039,88663,348,MitoCOG0001
16357053,88713,348,MitoCOG0001
16357067,94939,345,MitoCOG0001
16357081,129043,348,MitoCOG0001
16357096,143306,348,MitoCOG0001
16357110,143307,348,MitoCOG0001
16357124,143313,348,MitoCOG0001
16357138,143314,348,MitoCOG0001
16357152,143315,348,MitoCOG0001
16357166,143321,348,MitoCOG0001
16357180,143322,348,MitoCOG0001
16357194,143323,348,MitoCOG0001
16357208,143325,348,MitoCOG0001
16357222,143326,348,MitoCOG0001
16357236,143327,348,MitoCOG0001
16357250,143328,348,MitoCOG0001
16357264,143332,348,MitoCOG0001
16357278,143333,348,MitoCOG0001
16357292,143334,348,MitoCOG0001
16357306,143336,347,MitoCOG0001
16357320,143337,348,MitoCOG0001
16357334,143339,348,MitoCOG0001
16357348,143340,348,MitoCOG0001
16357362,143342,348,MitoCOG0001
16357376,143344,348,MitoCOG0001
16357390,143345,348,MitoCOG0001
16357404,143348,348,MitoCOG0001
16357418,143330,351,MitoCOG0001
16357432,143350,348,MitoCOG0001
16357446,143894,348,MitoCOG0001
17488491,37003,348,MitoCOG0001
17737323,9615,347,MitoCOG0001
17981680,29137,347,MitoCOG0001
18077884,9261,347,MitoCOG0001
18077898,29139,347,MitoCOG0001
18138251,7883,343,MitoCOG0001
18138543,174155,335,MitoCOG0001
18138557,174156,332,MitoCOG0001
18249935,129788,338,MitoCOG0001
18314291,29057,333,MitoCOG0001
18314305,93504,333,MitoCOG0001
18390113,184539,337,MitoCOG0001
18640451,51453,594,MitoCOG0001
18644904,7092,340,MitoCOG0001
18767649,93934,346,MitoCOG0001
19111751,51022,281,MitoCOG0001
19111763,51031,281,MitoCOG0001
19343490,9643,347,MitoCOG0001
19343504,9644,347,MitoCOG0001
19343518,29073,347,MitoCOG0001
19807656,7998,348,MitoCOG0001
20065787,70783,365,MitoCOG0001
20330576,54971,346,MitoCOG0001
20330590,185689,346,MitoCOG0001
21326210,71223,340,MitoCOG0001
21327730,158387,321,MitoCOG0001
21449869,6204,293,MitoCOG0001
21449877,9447,347,MitoCOG0001
21449891,482537,347,MitoCOG0001
21449918,29084,347,MitoCOG0001
21449934,34886,347,MitoCOG0001
21449948,48850,347,MitoCOG0001
21449975,73815,347,MitoCOG0001
21450011,80365,496,MitoCOG0001
21450028,113097,347,MitoCOG0001
21492446,9983,347,MitoCOG0001
21493019,29082,347,MitoCOG0001
21542492,62698,347,MitoCOG0001
21908053,9886,347,MitoCOG0001
22550340,96477,477,MitoCOG0001
23264075,6736,333,MitoCOG0001
23395806,6279,281,MitoCOG0001
23397368,31033,348,MitoCOG0001
23464627,487148,546,MitoCOG0001
23578035,189538,311,MitoCOG0001
23957834,34504,288,MitoCOG0001
24080116,178876,499,MitoCOG0001
25057130,7913,348,MitoCOG0001
25057144,8073,348,MitoCOG0001
25057158,8090,350,MitoCOG0001
25057174,33528,348,MitoCOG0001
25057187,34615,323,MitoCOG0001
25057202,57847,348,MitoCOG0001
25057216,69944,348,MitoCOG0001
25057230,86220,349,MitoCOG0001
25057244,86232,348,MitoCOG0001
25057260,88656,348,MitoCOG0001
25057278,88671,348,MitoCOG0001
25057296,94919,347,MitoCOG0001
25057315,107241,348,MitoCOG0001
25057333,120839,348,MitoCOG0001
25057349,126353,348,MitoCOG0001
25057363,137881,348,MitoCOG0001
25057377,139722,347,MitoCOG0001
25057399,159957,324,MitoCOG0001
25057407,166256,348,MitoCOG0001
25057422,178879,345,MitoCOG0001
25057440,178880,348,MitoCOG0001
25057454,181393,348,MitoCOG0001
25057472,181397,348,MitoCOG0001
25057487,181404,348,MitoCOG0001
25057501,181406,348,MitoCOG0001
25057515,181408,346,MitoCOG0001
25057529,228346,348,MitoCOG0001
25057543,181417,348,MitoCOG0001
25057560,181418,348,MitoCOG0001
25057582,181422,348,MitoCOG0001
25057602,181425,348,MitoCOG0001
25057618,181429,348,MitoCOG0001
25057637,181435,348,MitoCOG0001
25057657,181437,348,MitoCOG0001
25057675,181438,348,MitoCOG0001
25057696,181440,345,MitoCOG0001
25057716,181443,345,MitoCOG0001
25057730,181445,345,MitoCOG0001
25057749,181447,345,MitoCOG0001
25057769,181450,348,MitoCOG0001
25057789,181453,348,MitoCOG0001
25057803,181455,348,MitoCOG0001
25057817,181460,348,MitoCOG0001
25057831,181461,348,MitoCOG0001
25057847,181464,348,MitoCOG0001
25057867,181466,348,MitoCOG0001
25057887,181467,348,MitoCOG0001
25057907,283025,348,MitoCOG0001
25057926,181472,347,MitoCOG0001
25057944,181474,346,MitoCOG0001
25057962,181478,348,MitoCOG0001
27228459,38654,354,MitoCOG0001
27228480,48550,348,MitoCOG0001
27311153,109461,314,MitoCOG0001
27383536,194544,333,MitoCOG0001
27544884,291364,562,MitoCOG0001
27733889,8228,348,MitoCOG0001
27733917,60889,312,MitoCOG0001
27802006,7741,346,MitoCOG0001
27819316,37083,346,MitoCOG0001
27819330,50365,346,MitoCOG0001
28263049,6938,320,MitoCOG0001
28301756,9888,347,MitoCOG0001
28436203,51511,330,MitoCOG0001
28603655,46218,346,MitoCOG0001
28867219,71854,347,MitoCOG0001
28881915,8010,349,MitoCOG0001
28881929,61620,349,MitoCOG0001
28881943,75939,349,MitoCOG0001
28881957,170193,349,MitoCOG0001
28881971,170196,349,MitoCOG0001
28881985,170199,349,MitoCOG0001
28881999,170202,348,MitoCOG0001
28894754,137522,350,MitoCOG0001
28894768,170189,348,MitoCOG0001
28894782,170203,350,MitoCOG0001
28894796,170206,349,MitoCOG0001
28916736,7612,353,MitoCOG0001
29126165,7119,337,MitoCOG0001
29126604,224130,422,MitoCOG0001
29126631,224131,428,MitoCOG0001
29570615,29144,348,MitoCOG0001
29570629,36673,349,MitoCOG0001
29570643,480914,348,MitoCOG0001
29570657,42486,348,MitoCOG0001
29570671,42552,348,MitoCOG0001
29570685,78873,348,MitoCOG0001
29570699,149978,348,MitoCOG0001
29570713,149980,348,MitoCOG0001
29570727,149982,348,MitoCOG0001
29570741,149983,348,MitoCOG0001
29570755,149986,348,MitoCOG0001
30065664,7904,348,MitoCOG0001
30065678,7918,348,MitoCOG0001
30065692,7924,348,MitoCOG0001
30315626,109764,428,MitoCOG0001
30725259,27828,278,MitoCOG0001
31324894,8508,346,MitoCOG0001
31324909,159971,344,MitoCOG0001
31455603,60517,293,MitoCOG0001
32128400,8242,348,MitoCOG0001
32402527,9813,347,MitoCOG0001
32402541,185453,347,MitoCOG0001
32402555,213657,347,MitoCOG0001
32453795,141262,346,MitoCOG0001
32526816,62295,347,MitoCOG0001
32526830,106106,347,MitoCOG0001
32526844,217708,347,MitoCOG0001
32567798,237561,475,MitoCOG0001
32698672,210409,335,MitoCOG0001
33438946,110108,344,MitoCOG0001
34538599,10090,345,MitoCOG0001
38018034,54904,348,MitoCOG0001
38018048,63415,348,MitoCOG0001
38018065,143895,347,MitoCOG0001
38349477,32536,347,MitoCOG0001
38638280,55564,486,MitoCOG0001
38638377,61971,348,MitoCOG0001
38638401,154811,348,MitoCOG0001
38639884,27687,345,MitoCOG0001
38639900,37727,579,MitoCOG0001
38640856,5480,472,MitoCOG0001
38707452,9725,347,MitoCOG0001
38707466,9742,347,MitoCOG0001
38707480,9764,347,MitoCOG0001
38707494,9767,347,MitoCOG0001
38707508,27602,347,MitoCOG0001
38707522,27604,347,MitoCOG0001
38707536,27610,347,MitoCOG0001
38707550,27615,347,MitoCOG0001
38707572,40151,347,MitoCOG0001
38707586,48723,347,MitoCOG0001
38707600,48742,347,MitoCOG0001
38707614,48744,347,MitoCOG0001
38707628,48752,347,MitoCOG0001
39653749,176285,318,MitoCOG0001
39653763,181088,319,MitoCOG0001
39656301,65647,322,MitoCOG0001
39841628,136490,349,MitoCOG0001
39980691,55117,352,MitoCOG0001
40458416,6674,315,MitoCOG0001
40548801,6287,284,MitoCOG0001
40804666,8226,348,MitoCOG0001
40804680,8235,348,MitoCOG0001
40804694,13353,348,MitoCOG0001
40804708,217026,348,MitoCOG0001
40805111,30637,347,MitoCOG0001
40805125,51337,347,MitoCOG0001
41057406,35052,352,MitoCOG0001
41057430,104688,340,MitoCOG0001
41203469,2903,478,MitoCOG0001
41353097,9978,347,MitoCOG0001
42632184,6526,302,MitoCOG0001
42632189,214486,348,MitoCOG0001
42632217,62061,348,MitoCOG0001
42632231,62275,347,MitoCOG0001
42632254,89825,343,MitoCOG0001
42632259,105295,347,MitoCOG0001
42632273,159859,347,MitoCOG0001
42632286,221270,334,MitoCOG0001
42717963,169756,347,MitoCOG0001
45332683,7238,341,MitoCOG0001
45332697,7226,341,MitoCOG0001
45332830,7240,341,MitoCOG0001
45387961,7903,348,MitoCOG0001
45387975,7928,348,MitoCOG0001
45387989,7932,348,MitoCOG0001
45388017,118141,348,MitoCOG0001
45388031,118154,348,MitoCOG0001
45388045,118157,352,MitoCOG0001
45388059,121402,348,MitoCOG0001
45388073,143900,347,MitoCOG0001
45439385,8296,347,MitoCOG0001
45439399,54905,348,MitoCOG0001
45439413,121285,348,MitoCOG0001
45544565,34594,320,MitoCOG0001
45655865,6500,312,MitoCOG0001
45685679,33559,347,MitoCOG0001
45685693,33562,348,MitoCOG0001
45685707,191871,347,MitoCOG0001
45685996,37696,347,MitoCOG0001
46135660,61976,349,MitoCOG0001
46237734,94237,348,MitoCOG0001
46238026,223211,348,MitoCOG0001
46358433,203167,315,MitoCOG0001
47059780,29022,331,MitoCOG0001
47777254,191197,345,MitoCOG0001
47777267,240496,332,MitoCOG0001
48427650,6723,334,MitoCOG0001
48857110,54341,348,MitoCOG0001
49146196,8851,346,MitoCOG0001
49146238,9544,347,MitoCOG0001
49146286,28833,347,MitoCOG0001
49146453,29017,306,MitoCOG0001
49146491,30099,318,MitoCOG0001
49146523,34508,281,MitoCOG0001
49146560,36100,361,MitoCOG0001
49146591,36137,332,MitoCOG0001
49146631,36667,330,MitoCOG0001
49146678,57242,348,MitoCOG0001
49146714,57251,346,MitoCOG0001
49146855,84335,338,MitoCOG0001
49146903,84346,329,MitoCOG0001
49146950,130930,319,MitoCOG0001
49147012,153609,597,MitoCOG0001
49147191,160070,550,MitoCOG0001
49147255,208518,279,MitoCOG0001
49147303,216259,320,MitoCOG0001
49147344,224378,351,MitoCOG0001
49147369,260804,320,MitoCOG0001
49147421,260819,321,MitoCOG0001
49616748,8519,344,MitoCOG0001
49616762,52224,345,MitoCOG0001
49616776,711330,340,MitoCOG0001
49616790,885424,342,MitoCOG0001
49616804,278977,345,MitoCOG0001
49619213,65637,321,MitoCOG0001
50234068,9915,347,MitoCOG0001
50261283,4770,496,MitoCOG0001
50261307,4770,496,MitoCOG0001
50659183,284239,346,MitoCOG0001
50812104,36977,342,MitoCOG0001
50812118,50589,337,MitoCOG0001
50812132,58777,332,MitoCOG0001
50812146,59655,320,MitoCOG0001
50812160,89055,332,MitoCOG0001
50812316,280588,335,MitoCOG0001
50812498,34758,269,MitoCOG0001
51038585,13735,346,MitoCOG0001
51101180,267130,348,MitoCOG0001
51101193,285953,344,MitoCOG0001
51235006,211488,348,MitoCOG0001
51830033,6550,314,MitoCOG0001
51830062,13262,325,MitoCOG0001
51830076,38123,325,MitoCOG0001
51830102,55752,331,MitoCOG0001
51830154,266942,324,MitoCOG0001
51830196,266944,314,MitoCOG0001
52220939,6763,335,MitoCOG0001
52220953,7038,319,MitoCOG0001
52220956,52188,346,MitoCOG0001
52220981,88556,320,MitoCOG0001
52220985,89462,347,MitoCOG0001
52220998,94420,346,MitoCOG0001
52221012,217509,348,MitoCOG0001
52221026,261498,345,MitoCOG0001
52221040,261503,344,MitoCOG0001
52221053,266495,332,MitoCOG0001
52221079,267835,324,MitoCOG0001
52221082,273519,345,MitoCOG0001
52221096,273520,346,MitoCOG0001
52221110,273521,346,MitoCOG0001
52459777,194526,345,MitoCOG0001
52547307,13616,347,MitoCOG0001
52550941,194415,345,MitoCOG0001
52551337,194408,344,MitoCOG0001
52551350,261001,345,MitoCOG0001
52551363,262585,344,MitoCOG0001
52696470,292503,337,MitoCOG0001
53686294,8298,347,MitoCOG0001
53686308,46761,346,MitoCOG0001
53686322,52100,343,MitoCOG0001
53686336,52108,344,MitoCOG0001
53686350,52110,345,MitoCOG0001
53686364,57547,346,MitoCOG0001
53686378,57550,346,MitoCOG0001
53686392,57553,344,MitoCOG0001
53686406,107992,345,MitoCOG0001
53686420,134758,346,MitoCOG0001
53686434,134760,346,MitoCOG0001
53686448,134762,346,MitoCOG0001
53686462,141976,346,MitoCOG0001
53686476,154579,346,MitoCOG0001
53686491,154580,346,MitoCOG0001
53686504,154587,346,MitoCOG0001
53686518,159185,346,MitoCOG0001
53686532,291261,345,MitoCOG0001
53686546,291262,343,MitoCOG0001
53686560,291263,346,MitoCOG0001
53686574,291264,347,MitoCOG0001
53686588,291265,346,MitoCOG0001
53793890,6645,345,MitoCOG0001
53793982,126671,348,MitoCOG0001
53794003,6637,346,MitoCOG0001
54112087,33543,347,MitoCOG0001
54306053,115427,338,MitoCOG0001
54310660,6431,334,MitoCOG0001
54310670,8996,346,MitoCOG0001
54310707,30993,347,MitoCOG0001
55338250,52888,274,MitoCOG0001
55338280,211491,348,MitoCOG0001
55376095,13677,348,MitoCOG0001
55583346,8345,348,MitoCOG0001
55583360,8453,345,MitoCOG0001
55583374,68449,345,MitoCOG0001
55583386,70543,348,MitoCOG0001
55583400,143525,344,MitoCOG0001
55583414,164972,344,MitoCOG0001
55583428,167933,344,MitoCOG0001
55583442,167934,345,MitoCOG0001
55979237,223987,346,MitoCOG0001
55979251,231028,344,MitoCOG0001
56479567,123226,317,MitoCOG0001
56548665,9310,348,MitoCOG0001
56548679,9333,347,MitoCOG0001
56548693,37699,347,MitoCOG0001
56548707,37737,347,MitoCOG0001
56548721,38632,347,MitoCOG0001
56548735,42725,347,MitoCOG0001
56548749,90758,347,MitoCOG0001
56548763,92651,347,MitoCOG0001
56548777,9293,347,MitoCOG0001
56692314,7936,348,MitoCOG0001
56692328,7938,348,MitoCOG0001
56692342,7939,348,MitoCOG0001
56692356,48163,348,MitoCOG0001
56692370,48164,348,MitoCOG0001
56692384,48165,348,MitoCOG0001
56692401,61125,348,MitoCOG0001
56692429,61127,348,MitoCOG0001
56692458,86961,348,MitoCOG0001
56692472,86962,348,MitoCOG0001
56692486,86963,348,MitoCOG0001
56692500,86964,348,MitoCOG0001
56692514,86966,348,MitoCOG0001
56692528,86967,348,MitoCOG0001
56692542,103812,348,MitoCOG0001
56692556,103832,348,MitoCOG0001
56912169,145527,348,MitoCOG0001
57013902,4097,488,MitoCOG0001
57013955,4097,214,MitoCOG0001
57013980,4097,190,MitoCOG0001
57642246,76841,319,MitoCOG0001
57854567,7602,353,MitoCOG0001
57854642,60560,355,MitoCOG0001
57854696,60585,355,MitoCOG0001
58045503,213494,338,MitoCOG0001
58045565,171366,347,MitoCOG0001
58045603,8346,348,MitoCOG0001
58047408,97956,348,MitoCOG0001
58372090,7160,341,MitoCOG0001
58372099,36212,348,MitoCOG0001
58578571,4889,479,MitoCOG0001
58578606,64495,523,MitoCOG0001
58578628,78898,525,MitoCOG0001
58578652,140016,347,MitoCOG0001
58618666,8364,345,MitoCOG0001
60101826,9913,347,MitoCOG0001
60117139,13642,490,MitoCOG0001
61651671,79674,331,MitoCOG0001
62161042,6876,320,MitoCOG0001
62161123,29158,315,MitoCOG0001
62161142,33548,347,MitoCOG0001
62161167,36802,347,MitoCOG0001
62161198,43107,347,MitoCOG0001
62161231,43116,347,MitoCOG0001
62161255,54181,347,MitoCOG0001
62161279,60532,301,MitoCOG0001
62161282,72053,349,MitoCOG0001
62161307,153946,525,MitoCOG0001
62161322,197043,323,MitoCOG0001
62161336,205354,336,MitoCOG0001
62161341,246299,365,MitoCOG0001
62161353,282260,347,MitoCOG0001
62161367,282261,347,MitoCOG0001
62161389,299218,337,MitoCOG0001
62161414,310697,365,MitoCOG0001
62184300,9354,347,MitoCOG0001
62184314,9768,347,MitoCOG0001
62184328,9773,347,MitoCOG0001
62184342,27675,347,MitoCOG0001
62184356,33556,347,MitoCOG0001
62184370,57486,345,MitoCOG0001
62184384,94961,347,MitoCOG0001
62184398,106881,348,MitoCOG0001
62184412,160595,347,MitoCOG0001
62184426,221863,347,MitoCOG0001
62184440,221866,348,MitoCOG0001
62184454,221867,350,MitoCOG0001
62184468,221869,348,MitoCOG0001
62184482,255365,347,MitoCOG0001
62184504,262771,347,MitoCOG0001
62184510,103695,344,MitoCOG0001
62184535,287944,333,MitoCOG0001
62184538,302098,347,MitoCOG0001
62198715,10092,345,MitoCOG0001
62736195,223998,347,MitoCOG0001
62736209,273371,472,MitoCOG0001
62736225,273372,472,MitoCOG0001
63025110,36754,465,MitoCOG0001
63025117,95602,336,MitoCOG0001
63025128,151525,347,MitoCOG0001
63025153,233783,481,MitoCOG0001
66276018,8853,346,MitoCOG0001
66276032,9534,347,MitoCOG0001
66276045,27405,333,MitoCOG0001
66276060,37036,346,MitoCOG0001
66276074,37040,346,MitoCOG0001
66276088,113540,347,MitoCOG0001
66276101,293957,348,MitoCOG0001
67009991,75445,337,MitoCOG0001
68989139,6565,331,MitoCOG0001
68989148,37064,346,MitoCOG0001
68989162,54026,346,MitoCOG0001
68989182,99883,348,MitoCOG0001
68989191,210202,345,MitoCOG0001
68989204,432798,348,MitoCOG0001
68989230,332176,347,MitoCOG0001
70724942,279272,294,MitoCOG0001
71647029,72036,309,MitoCOG0001
71647033,72036,559,MitoCOG0001
71647207,296598,335,MitoCOG0001
71657927,6577,321,MitoCOG0001
71657940,8127,351,MitoCOG0001
71657954,9032,346,MitoCOG0001
71657972,9033,346,MitoCOG0001
71657995,9034,346,MitoCOG0001
71658024,81907,346,MitoCOG0001
71658038,143401,347,MitoCOG0001
71658052,208524,346,MitoCOG0001
71658066,208525,346,MitoCOG0001
71658080,208526,346,MitoCOG0001
71658094,261076,347,MitoCOG0001
71658108,195321,347,MitoCOG0001
71733149,48498,428,MitoCOG0001
71733163,48499,428,MitoCOG0001
71733177,48500,428,MitoCOG0001
73912690,290333,335,MitoCOG0001
74310503,8056,348,MitoCOG0001
74310507,8574,343,MitoCOG0001
74310521,9407,347,MitoCOG0001
74310549,34391,565,MitoCOG0001
74310560,46287,343,MitoCOG0001
74310574,51751,343,MitoCOG0001
74310588,186578,343,MitoCOG0001
74310602,196253,343,MitoCOG0001
74315078,8058,348,MitoCOG0001
74325173,35128,513,MitoCOG0001
74325203,283373,348,MitoCOG0001
74487325,8769,343,MitoCOG0001
77020002,5061,562,MitoCOG0001
77020020,8187,348,MitoCOG0001
77020035,10224,351,MitoCOG0001
77020048,59538,347,MitoCOG0001
77020067,84350,333,MitoCOG0001
77020081,85123,334,MitoCOG0001
77020084,120496,339,MitoCOG0001
77020098,166789,346,MitoCOG0001
77020136,344752,333,MitoCOG0001
81176528,4565,488,MitoCOG0001
81230391,5068,562,MitoCOG0001
81230419,214438,346,MitoCOG0001
81230430,299467,294,MitoCOG0001
81230444,299468,294,MitoCOG0001
81230461,307441,346,MitoCOG0001
83309017,9280,347,MitoCOG0001
83309031,9301,347,MitoCOG0001
83309045,36310,345,MitoCOG0001
83309059,43455,346,MitoCOG0001
83309073,118797,347,MitoCOG0001
83309087,164528,347,MitoCOG0001
84488573,6551,315,MitoCOG0001
84488596,9870,347,MitoCOG0001
84488609,50562,346,MitoCOG0001
84488634,569598,346,MitoCOG0001
84488638,74920,346,MitoCOG0001
84488652,86975,346,MitoCOG0001
84488666,101699,346,MitoCOG0001
84488680,101700,346,MitoCOG0001
84488694,101701,346,MitoCOG0001
84488714,110926,346,MitoCOG0001
84488722,710152,346,MitoCOG0001
84488735,253126,333,MitoCOG0001
84488750,260613,346,MitoCOG0001
84488764,260614,346,MitoCOG0001
84488777,267124,342,MitoCOG0001
84488792,286009,346,MitoCOG0001
84488819,329963,348,MitoCOG0001
84508535,2876,495,MitoCOG0001
84508574,49266,496,MitoCOG0001
84508614,62313,496,MitoCOG0001
86990331,34582,341,MitoCOG0001
86990334,133434,354,MitoCOG0001
86990355,225159,355,MitoCOG0001
86990376,339859,354,MitoCOG0001
86990391,351240,348,MitoCOG0001
87043030,361072,491,MitoCOG0001
89255413,34570,346,MitoCOG0001
